iv,contractType,dayToExpire,strikePrice,spotPrice,RFR,settlePrice
0.305,1,0.08627451,2.6,2.261,0.024654,0.3351
0.078,1,0.08627451,2.6,2.31,0.024654,0.2837
0.251,1,0.08627451,2.6,2.307,0.024654,0.2884
0.239,1,0.08627451,2.6,2.3,0.024654,0.2948
0.217,1,0.08627451,2.6,2.325,0.024654,0.2697
0.271,1,0.08627451,2.6,2.328,0.024654,0.2693
0.269,1,0.08627451,2.6,2.347,0.024654,0.2513
0.265,1,0.08627451,2.6,2.325,0.024654,0.2718
0.278,1,0.08627451,2.6,2.37,0.024654,0.2311
0.29,1,0.08627451,2.6,2.374,0.024654,0.2288
0.303,1,0.08627451,2.6,2.365,0.024654,0.238
0.225,1,0.2,2.65,2.482,0.024654,0.1832
0.198,1,0.196078431,2.65,2.49,0.024654,0.169
0.179,1,0.192156863,2.65,2.479,0.024654,0.1725
0.161,1,0.188235294,2.65,2.433,0.024654,0.2089
0.144,1,0.184313725,2.65,2.425,0.024654,0.2143
0.129,1,0.17254902,2.65,2.408,0.024654,0.2302
0.144,1,0.168627451,2.65,2.413,0.024654,0.2263
0.15,1,0.164705882,2.65,2.419,0.024654,0.2212
0.173,1,0.160784314,2.65,2.453,0.024654,0.1925
0.15,1,0.156862745,2.65,2.423,0.024654,0.2176
0.078,1,0.145098039,2.65,2.42,0.024654,0.219
0,1,0.141176471,2.65,2.391,0.024654,0.2462
0,1,0.137254902,2.65,2.365,0.024654,0.2717
0,1,0.137254902,2.65,2.331,0.024654,0.3076
0,1,0.137254902,2.65,2.302,0.024654,0.3373
0,1,0.137254902,2.65,2.275,0.024654,0.3647
0.308,1,0.137254902,2.65,2.286,0.024654,0.3606
0,1,0.08627451,2.65,2.255,0.024654,0.3879
0.33,1,0.08627451,2.65,2.261,0.024654,0.3846
0.286,1,0.08627451,2.65,2.31,0.024654,0.3354
0.269,1,0.08627451,2.65,2.307,0.024654,0.3378
0.288,1,0.08627451,2.65,2.3,0.024654,0.3452
0.269,1,0.08627451,2.65,2.325,0.024654,0.3202
0.315,1,0.08627451,2.65,2.328,0.024654,0.3196
0.33,1,0.08627451,2.65,2.347,0.024654,0.3029
0.249,1,0.08627451,2.65,2.325,0.024654,0.3196
0.322,1,0.08627451,2.65,2.37,0.024654,0.2812
0.333,1,0.08627451,2.65,2.374,0.024654,0.2787
0.343,1,0.08627451,2.65,2.365,0.024654,0.2878
0.229,0,0.447058824,2.25,2.482,0.024654,0.292
0.221,0,0.443137255,2.25,2.49,0.024654,0.2955
0.24,0,0.439215686,2.25,2.479,0.024654,0.2926
0.244,0,0.435294118,2.25,2.433,0.024654,0.2571
0.235,0,0.431372549,2.25,2.425,0.024654,0.2467
0.234,0,0.419607843,2.25,2.408,0.024654,0.232
0.226,0,0.415686275,2.25,2.413,0.024654,0.2314
0.226,0,0.411764706,2.25,2.419,0.024654,0.2353
0.225,0,0.407843137,2.25,2.453,0.024654,0.2613
0.229,0,0.403921569,2.25,2.423,0.024654,0.2386
0.237,0,0.392156863,2.25,2.42,0.024654,0.237
0.234,0,0.388235294,2.25,2.391,0.024654,0.2137
0.234,0,0.384313725,2.25,2.365,0.024654,0.1939
0.238,0,0.384313725,2.25,2.331,0.024654,0.1721
0.247,0,0.384313725,2.25,2.302,0.024654,0.1576
0.228,0,0.384313725,2.25,2.275,0.024654,0.1323
0.214,0,0.384313725,2.25,2.286,0.024654,0.1325
0.229,0,0.333333333,2.25,2.255,0.024654,0.1123
0.22,0,0.333333333,2.25,2.261,0.024654,0.1117
0.217,0,0.333333333,2.25,2.31,0.024654,0.1407
0.217,0,0.333333333,2.25,2.307,0.024654,0.1388
0.206,0,0.333333333,2.25,2.3,0.024654,0.1296
0.195,0,0.333333333,2.25,2.325,0.024654,0.14
0.183,0,0.333333333,2.25,2.328,0.024654,0.1391
0.174,0,0.333333333,2.25,2.347,0.024654,0.1494
0.182,0,0.333333333,2.25,2.325,0.024654,0.1368
0.155,0,0.333333333,2.25,2.37,0.024654,0.1607
0.141,0,0.333333333,2.25,2.374,0.024654,0.1599
0.146,0,0.333333333,2.25,2.365,0.024654,0.1541
0.16,0,0.211764706,2.25,2.492,0.024654,0.2576
0,0,0.145098039,2.25,2.571,0.024654,0.3299
0.265,0,0.141176471,2.25,2.567,0.024654,0.3302
0,0,0.137254902,2.25,2.577,0.024654,0.3354
0,0,0.133333333,2.25,2.566,0.024654,0.3219
0,0,0.129411765,2.25,2.618,0.024654,0.3755
0.42,0,0.117647059,2.25,2.816,0.024654,0.5768
0.371,0,0.11372549,2.25,2.729,0.024654,0.489
0.43,0,0.109803922,2.25,2.736,0.024654,0.499
0.388,0,0.105882353,2.25,2.736,0.024654,0.4957
0.481,0,0.101960784,2.25,2.802,0.024654,0.5638
0.474,0,0.090196078,2.25,2.815,0.024654,0.5739
0,0,0.08627451,2.25,2.813,0.024654,0.5678
0,0,0.082352941,2.25,2.82,0.024654,0.5751
0.466,0,0.078431373,2.25,2.773,0.024654,0.5307
0.469,0,0.074509804,2.25,2.675,0.024654,0.435
0.488,0,0.062745098,2.25,2.69,0.024654,0.448
0,0,0.058823529,2.25,2.701,0.024654,0.4541
0,0,0.054901961,2.25,2.706,0.024654,0.4582
0.493,0,0.050980392,2.25,2.71,0.024654,0.4651
0,0,0.047058824,2.25,2.742,0.024654,0.4888
0,0,0.035294118,2.25,2.812,0.024654,0.5616
0.586,0,0.031372549,2.25,2.79,0.024654,0.5424
0.625,0,0.02745098,2.25,2.794,0.024654,0.5461
0.313,0,0.023529412,2.25,2.784,0.024654,0.535
0,0,0.019607843,2.25,2.777,0.024654,0.5266
0,0,0.007843137,2.25,2.702,0.024654,0.4468
0,0,0.003921569,2.25,2.692,0.024654,0.4379
0.224,0,0.447058824,2.3,2.482,0.024654,0.2524
0.22,0,0.443137255,2.3,2.49,0.024654,0.2565
0.233,0,0.439215686,2.3,2.479,0.024654,0.2527
0.238,0,0.435294118,2.3,2.433,0.024654,0.2198
0.231,0,0.431372549,2.3,2.425,0.024654,0.2101
0.229,0,0.419607843,2.3,2.408,0.024654,0.196
0.224,0,0.415686275,2.3,2.413,0.024654,0.1958
0.222,0,0.411764706,2.3,2.419,0.024654,0.1988
0.212,0,0.407843137,2.3,2.453,0.024654,0.219
0.222,0,0.403921569,2.3,2.423,0.024654,0.2003
0.229,0,0.392156863,2.3,2.42,0.024654,0.1995
0.231,0,0.388235294,2.3,2.391,0.024654,0.1794
0.232,0,0.384313725,2.3,2.365,0.024654,0.1618
0.238,0,0.384313725,2.3,2.331,0.024654,0.1432
0.247,0,0.384313725,2.3,2.302,0.024654,0.1305
0.228,0,0.384313725,2.3,2.275,0.024654,0.1069
0.215,0,0.384313725,2.3,2.286,0.024654,0.1065
0.229,0,0.333333333,2.3,2.255,0.024654,0.0884
0.22,0,0.333333333,2.3,2.261,0.024654,0.0877
0.22,0,0.333333333,2.3,2.31,0.024654,0.113
0.217,0,0.333333333,2.3,2.307,0.024654,0.1104
0.204,0,0.333333333,2.3,2.3,0.024654,0.1011
0.195,0,0.333333333,2.3,2.325,0.024654,0.1117
0.186,0,0.333333333,2.3,2.328,0.024654,0.1093
0.177,0,0.333333333,2.3,2.347,0.024654,0.1175
0.176,0,0.333333333,2.3,2.325,0.024654,0.103
0.156,0,0.333333333,2.3,2.37,0.024654,0.1248
0.145,0,0.333333333,2.3,2.374,0.024654,0.1235
0.152,0,0.333333333,2.3,2.365,0.024654,0.1197
0.166,0,0.211764706,2.3,2.492,0.024654,0.2118
0.19,0,0.145098039,2.3,2.571,0.024654,0.2819
0.223,0,0.141176471,2.3,2.567,0.024654,0.2798
0.206,0,0.137254902,2.3,2.577,0.024654,0.2878
0.222,0,0.133333333,2.3,2.566,0.024654,0.2778
0,0,0.129411765,2.3,2.618,0.024654,0.3254
0.493,0,0.117647059,2.3,2.816,0.024654,0.5352
0.349,0,0.11372549,2.3,2.729,0.024654,0.4401
0.42,0,0.109803922,2.3,2.736,0.024654,0.451
0.391,0,0.105882353,2.3,2.736,0.024654,0.448
0.45,0,0.101960784,2.3,2.802,0.024654,0.5146
0.469,0,0.090196078,2.3,2.815,0.024654,0.526
0.537,0,0.08627451,2.3,2.813,0.024654,0.5274
0.464,0,0.082352941,2.3,2.82,0.024654,0.5288
0.381,0,0.078431373,2.3,2.773,0.024654,0.4794
0.433,0,0.074509804,2.3,2.675,0.024654,0.3862
0.491,0,0.062745098,2.3,2.69,0.024654,0.4008
0,0,0.058823529,2.3,2.701,0.024654,0.4046
0.371,0,0.054901961,2.3,2.706,0.024654,0.4103
0.454,0,0.050980392,2.3,2.71,0.024654,0.4155
0,0,0.047058824,2.3,2.742,0.024654,0.4408
0.591,0,0.035294118,2.3,2.812,0.024654,0.5155
0.527,0,0.031372549,2.3,2.79,0.024654,0.4924
0.684,0,0.02745098,2.3,2.794,0.024654,0.4975
0,0,0.023529412,2.3,2.784,0.024654,0.485
0.674,0,0.019607843,2.3,2.777,0.024654,0.4788
0,0,0.007843137,2.3,2.702,0.024654,0.3948
0,0,0.003921569,2.3,2.692,0.024654,0.3888
0.224,0,0.447058824,2.35,2.482,0.024654,0.2174
0.213,0,0.443137255,2.35,2.49,0.024654,0.2176
0.227,0,0.439215686,2.35,2.479,0.024654,0.2153
0.233,0,0.435294118,2.35,2.433,0.024654,0.1854
0.226,0,0.431372549,2.35,2.425,0.024654,0.176
0.224,0,0.419607843,2.35,2.408,0.024654,0.1621
0.216,0,0.415686275,2.35,2.413,0.024654,0.1607
0.218,0,0.411764706,2.35,2.419,0.024654,0.1649
0.215,0,0.407843137,2.35,2.453,0.024654,0.1861
0.221,0,0.403921569,2.35,2.423,0.024654,0.1678
0.225,0,0.392156863,2.35,2.42,0.024654,0.1657
0.226,0,0.388235294,2.35,2.391,0.024654,0.1468
0.227,0,0.384313725,2.35,2.365,0.024654,0.131
0.237,0,0.384313725,2.35,2.331,0.024654,0.1169
0.24,0,0.384313725,2.35,2.302,0.024654,0.1038
0.225,0,0.384313725,2.35,2.275,0.024654,0.0836
0.212,0,0.384313725,2.35,2.286,0.024654,0.083
0.229,0,0.333333333,2.35,2.255,0.024654,0.069
0.22,0,0.333333333,2.35,2.261,0.024654,0.0674
0.216,0,0.333333333,2.35,2.31,0.024654,0.0877
0.216,0,0.333333333,2.35,2.307,0.024654,0.0861
0.205,0,0.333333333,2.35,2.3,0.024654,0.0778
0.192,0,0.333333333,2.35,2.325,0.024654,0.0844
0.184,0,0.333333333,2.35,2.328,0.024654,0.0825
0.178,0,0.333333333,2.35,2.347,0.024654,0.0898
0.176,0,0.333333333,2.35,2.325,0.024654,0.0774
0.157,0,0.333333333,2.35,2.37,0.024654,0.0937
0.146,0,0.333333333,2.35,2.374,0.024654,0.0916
0.152,0,0.333333333,2.35,2.365,0.024654,0.0884
0.179,0,0.211764706,2.35,2.492,0.024654,0.1714
0.213,0,0.145098039,2.35,2.571,0.024654,0.2368
0.234,0,0.141176471,2.35,2.567,0.024654,0.235
0.219,0,0.137254902,2.35,2.577,0.024654,0.2419
0.229,0,0.133333333,2.35,2.566,0.024654,0.2324
0.206,0,0.129411765,2.35,2.618,0.024654,0.2787
0.337,0,0.117647059,2.35,2.816,0.024654,0.4764
0.364,0,0.11372549,2.35,2.729,0.024654,0.3942
0.393,0,0.109803922,2.35,2.736,0.024654,0.4028
0.356,0,0.105882353,2.35,2.736,0.024654,0.3987
0.404,0,0.101960784,2.35,2.802,0.024654,0.4643
0.393,0,0.090196078,2.35,2.815,0.024654,0.4741
0.537,0,0.08627451,2.35,2.813,0.024654,0.482
0.303,0,0.082352941,2.35,2.82,0.024654,0.4757
0.42,0,0.078431373,2.35,2.773,0.024654,0.4327
0.459,0,0.074509804,2.35,2.675,0.024654,0.343
0.431,0,0.062745098,2.35,2.69,0.024654,0.3505
0.403,0,0.058823529,2.35,2.701,0.024654,0.3584
0.447,0,0.054901961,2.35,2.706,0.024654,0.3644
0.391,0,0.050980392,2.35,2.71,0.024654,0.3651
0,0,0.047058824,2.35,2.742,0.024654,0.393
0,0,0.035294118,2.35,2.812,0.024654,0.4614
0,0,0.031372549,2.35,2.79,0.024654,0.4398
0,0,0.02745098,2.35,2.794,0.024654,0.445
0,0,0.023529412,2.35,2.784,0.024654,0.4345
0,0,0.019607843,2.35,2.777,0.024654,0.4266
0,0,0.007843137,2.35,2.702,0.024654,0.3455
1.191,0,0.003921569,2.35,2.692,0.024654,0.3431
0.226,0,0.447058824,2.4,2.482,0.024654,0.186
0.216,0,0.443137255,2.4,2.49,0.024654,0.1858
0.223,0,0.439215686,2.4,2.479,0.024654,0.1812
0.227,0,0.435294118,2.4,2.433,0.024654,0.153
0.222,0,0.431372549,2.4,2.425,0.024654,0.145
0.223,0,0.419607843,2.4,2.408,0.024654,0.1341
0.215,0,0.415686275,2.4,2.413,0.024654,0.1322
0.215,0,0.411764706,2.4,2.419,0.024654,0.1349
0.211,0,0.407843137,2.4,2.453,0.024654,0.1532
0.216,0,0.403921569,2.4,2.423,0.024654,0.1364
0.218,0,0.392156863,2.4,2.42,0.024654,0.1338
0.234,0,0.388235294,2.4,2.391,0.024654,0.12
0.227,0,0.384313725,2.4,2.365,0.024654,0.1065
0.24,0,0.384313725,2.4,2.331,0.024654,0.0961
0.246,0,0.384313725,2.4,2.302,0.024654,0.0863
0.227,0,0.384313725,2.4,2.275,0.024654,0.066
0.213,0,0.384313725,2.4,2.286,0.024654,0.0645
0.228,0,0.333333333,2.4,2.255,0.024654,0.0518
0.22,0,0.333333333,2.4,2.261,0.024654,0.0508
0.217,0,0.333333333,2.4,2.31,0.024654,0.0679
0.215,0,0.333333333,2.4,2.307,0.024654,0.0658
0.206,0,0.333333333,2.4,2.3,0.024654,0.0589
0.192,0,0.333333333,2.4,2.325,0.024654,0.0631
0.183,0,0.333333333,2.4,2.328,0.024654,0.0605
0.177,0,0.333333333,2.4,2.347,0.024654,0.0659
0.176,0,0.333333333,2.4,2.325,0.024654,0.0559
0.157,0,0.333333333,2.4,2.37,0.024654,0.0677
0.146,0,0.333333333,2.4,2.374,0.024654,0.0649
0.151,0,0.333333333,2.4,2.365,0.024654,0.0628
0.177,0,0.211764706,2.4,2.492,0.024654,0.1325
0.201,0,0.145098039,2.4,2.571,0.024654,0.1909
0.219,0,0.141176471,2.4,2.567,0.024654,0.1897
0.224,0,0.137254902,2.4,2.577,0.024654,0.1984
0.221,0,0.133333333,2.4,2.566,0.024654,0.1876
0.225,0,0.129411765,2.4,2.618,0.024654,0.2337
0.369,0,0.117647059,2.4,2.816,0.024654,0.4312
0.346,0,0.11372549,2.4,2.729,0.024654,0.3468
0.378,0,0.109803922,2.4,2.736,0.024654,0.3561
0.325,0,0.105882353,2.4,2.736,0.024654,0.3495
0.409,0,0.101960784,2.4,2.802,0.024654,0.4182
0.389,0,0.090196078,2.4,2.815,0.024654,0.4262
0.469,0,0.08627451,2.4,2.813,0.024654,0.43
0.371,0,0.082352941,2.4,2.82,0.024654,0.4285
0.382,0,0.078431373,2.4,2.773,0.024654,0.3831
0.388,0,0.074509804,2.4,2.675,0.024654,0.2913
0.394,0,0.062745098,2.4,2.69,0.024654,0.3018
0.391,0,0.058823529,2.4,2.701,0.024654,0.311
0.374,0,0.054901961,2.4,2.706,0.024654,0.3134
0.396,0,0.050980392,2.4,2.71,0.024654,0.3174
0,0,0.047058824,2.4,2.742,0.024654,0.3428
0.522,0,0.035294118,2.4,2.812,0.024654,0.4165
0.527,0,0.031372549,2.4,2.79,0.024654,0.3941
0.552,0,0.02745098,2.4,2.794,0.024654,0.3975
0.64,0,0.023529412,2.4,2.784,0.024654,0.3885
0,0,0.019607843,2.4,2.777,0.024654,0.3765
0,0,0.007843137,2.4,2.702,0.024654,0.2937
0,0,0.003921569,2.4,2.692,0.024654,0.2915
0.225,0,0.447058824,2.45,2.482,0.024654,0.1565
0.212,0,0.443137255,2.45,2.49,0.024654,0.1537
0.22,0,0.439215686,2.45,2.479,0.024654,0.1506
0.226,0,0.435294118,2.45,2.433,0.024654,0.127
0.219,0,0.431372549,2.45,2.425,0.024654,0.1183
0.222,0,0.419607843,2.45,2.408,0.024654,0.1089
0.216,0,0.415686275,2.45,2.413,0.024654,0.1081
0.212,0,0.411764706,2.45,2.419,0.024654,0.1085
0.206,0,0.407843137,2.45,2.453,0.024654,0.1229
0.213,0,0.403921569,2.45,2.423,0.024654,0.1097
0.216,0,0.392156863,2.45,2.42,0.024654,0.1077
0.222,0,0.388235294,2.45,2.391,0.024654,0.0952
0.223,0,0.384313725,2.45,2.365,0.024654,0.0833
0.236,0,0.384313725,2.45,2.331,0.024654,0.0755
0.243,0,0.384313725,2.45,2.302,0.024654,0.0674
0.226,0,0.384313725,2.45,2.275,0.024654,0.0509
0.214,0,0.384313725,2.45,2.286,0.024654,0.0494
0.228,0,0.333333333,2.45,2.255,0.024654,0.0386
0.221,0,0.333333333,2.45,2.261,0.024654,0.0377
0.217,0,0.333333333,2.45,2.31,0.024654,0.051
0.215,0,0.333333333,2.45,2.307,0.024654,0.0493
0.205,0,0.333333333,2.45,2.3,0.024654,0.0431
0.193,0,0.333333333,2.45,2.325,0.024654,0.0462
0.185,0,0.333333333,2.45,2.328,0.024654,0.0442
0.176,0,0.333333333,2.45,2.347,0.024654,0.047
0.176,0,0.333333333,2.45,2.325,0.024654,0.0396
0.156,0,0.333333333,2.45,2.37,0.024654,0.0471
0.148,0,0.333333333,2.45,2.374,0.024654,0.0451
0.152,0,0.333333333,2.45,2.365,0.024654,0.0431
0.184,0,0.211764706,2.45,2.492,0.024654,0.1014
0.217,0,0.145098039,2.45,2.571,0.024654,0.1534
0.234,0,0.141176471,2.45,2.567,0.024654,0.15
0.227,0,0.137254902,2.45,2.577,0.024654,0.1586
0.222,0,0.133333333,2.45,2.566,0.024654,0.1477
0.233,0,0.129411765,2.45,2.618,0.024654,0.1916
0.33,0,0.117647059,2.45,2.816,0.024654,0.3812
0.331,0,0.11372549,2.45,2.729,0.024654,0.3006
0.359,0,0.109803922,2.45,2.736,0.024654,0.3098
0.313,0,0.105882353,2.45,2.736,0.024654,0.303
0.372,0,0.101960784,2.45,2.802,0.024654,0.3689
0.334,0,0.090196078,2.45,2.815,0.024654,0.3754
0.453,0,0.08627451,2.45,2.813,0.024654,0.3832
0.352,0,0.082352941,2.45,2.82,0.024654,0.3797
0.416,0,0.078431373,2.45,2.773,0.024654,0.3401
0.389,0,0.074509804,2.45,2.675,0.024654,0.2486
0.377,0,0.062745098,2.45,2.69,0.024654,0.2555
0.363,0,0.058823529,2.45,2.701,0.024654,0.2628
0.367,0,0.054901961,2.45,2.706,0.024654,0.2665
0.388,0,0.050980392,2.45,2.71,0.024654,0.2705
0,0,0.047058824,2.45,2.742,0.024654,0.2929
0.435,0,0.035294118,2.45,2.812,0.024654,0.3658
0.391,0,0.031372549,2.45,2.79,0.024654,0.343
0,0,0.02745098,2.45,2.794,0.024654,0.3451
0,0,0.023529412,2.45,2.784,0.024654,0.3343
0.313,0,0.019607843,2.45,2.777,0.024654,0.328
0,0,0.007843137,2.45,2.702,0.024654,0.2455
0,0,0.003921569,2.45,2.692,0.024654,0.2416
0.224,0,0.447058824,2.5,2.482,0.024654,0.1301
0.212,0,0.443137255,2.5,2.49,0.024654,0.1273
0.217,0,0.439215686,2.5,2.479,0.024654,0.124
0.223,0,0.435294118,2.5,2.433,0.024654,0.103
0.217,0,0.431372549,2.5,2.425,0.024654,0.0949
0.218,0,0.419607843,2.5,2.408,0.024654,0.0861
0.212,0,0.415686275,2.5,2.413,0.024654,0.0848
0.21,0,0.411764706,2.5,2.419,0.024654,0.0857
0.202,0,0.407843137,2.5,2.453,0.024654,0.0968
0.211,0,0.403921569,2.5,2.423,0.024654,0.0868
0.213,0,0.392156863,2.5,2.42,0.024654,0.0846
0.221,0,0.388235294,2.5,2.391,0.024654,0.0753
0.222,0,0.384313725,2.5,2.365,0.024654,0.0651
0.238,0,0.384313725,2.5,2.331,0.024654,0.0602
0.244,0,0.384313725,2.5,2.302,0.024654,0.0534
0.225,0,0.384313725,2.5,2.275,0.024654,0.038
0.215,0,0.384313725,2.5,2.286,0.024654,0.0374
0.229,0,0.333333333,2.5,2.255,0.024654,0.029
0.222,0,0.333333333,2.5,2.261,0.024654,0.0278
0.217,0,0.333333333,2.5,2.31,0.024654,0.0377
0.216,0,0.333333333,2.5,2.307,0.024654,0.0368
0.206,0,0.333333333,2.5,2.3,0.024654,0.0314
0.195,0,0.333333333,2.5,2.325,0.024654,0.0337
0.186,0,0.333333333,2.5,2.328,0.024654,0.0312
0.18,0,0.333333333,2.5,2.347,0.024654,0.0341
0.178,0,0.333333333,2.5,2.325,0.024654,0.0275
0.158,0,0.333333333,2.5,2.37,0.024654,0.0324
0.15,0,0.333333333,2.5,2.374,0.024654,0.0301
0.151,0,0.333333333,2.5,2.365,0.024654,0.0282
0.183,0,0.211764706,2.5,2.492,0.024654,0.0733
0.21,0,0.145098039,2.5,2.571,0.024654,0.116
0.223,0,0.141176471,2.5,2.567,0.024654,0.1156
0.227,0,0.137254902,2.5,2.577,0.024654,0.1225
0.225,0,0.133333333,2.5,2.566,0.024654,0.1133
0.222,0,0.129411765,2.5,2.618,0.024654,0.1496
0.391,0,0.117647059,2.5,2.816,0.024654,0.345
0.323,0,0.11372549,2.5,2.729,0.024654,0.2568
0.33,0,0.109803922,2.5,2.736,0.024654,0.2628
0.298,0,0.105882353,2.5,2.736,0.024654,0.2565
0.313,0,0.101960784,2.5,2.802,0.024654,0.32
0.363,0,0.090196078,2.5,2.815,0.024654,0.3315
0.403,0,0.08627451,2.5,2.813,0.024654,0.3332
0.342,0,0.082352941,2.5,2.82,0.024654,0.332
0.35,0,0.078431373,2.5,2.773,0.024654,0.2885
0.358,0,0.074509804,2.5,2.675,0.024654,0.2032
0.361,0,0.062745098,2.5,2.69,0.024654,0.211
0.365,0,0.058823529,2.5,2.701,0.024654,0.2192
0.359,0,0.054901961,2.5,2.706,0.024654,0.2212
0.343,0,0.050980392,2.5,2.71,0.024654,0.2218
0.234,0,0.047058824,2.5,2.742,0.024654,0.2458
0.313,0,0.035294118,2.5,2.812,0.024654,0.3148
0.376,0,0.031372549,2.5,2.79,0.024654,0.2935
0,0,0.02745098,2.5,2.794,0.024654,0.2951
0.41,0,0.023529412,2.5,2.784,0.024654,0.2866
0,0,0.019607843,2.5,2.777,0.024654,0.2777
0,0,0.007843137,2.5,2.702,0.024654,0.1975
0.313,0,0.003921569,2.5,2.692,0.024654,0.192
0.223,0,0.447058824,2.55,2.482,0.024654,0.1069
0.211,0,0.443137255,2.55,2.49,0.024654,0.1033
0.215,0,0.439215686,2.55,2.479,0.024654,0.0998
0.22,0,0.435294118,2.55,2.433,0.024654,0.0818
0.215,0,0.431372549,2.55,2.425,0.024654,0.075
0.216,0,0.419607843,2.55,2.408,0.024654,0.0673
0.209,0,0.415686275,2.55,2.413,0.024654,0.0653
0.208,0,0.411764706,2.55,2.419,0.024654,0.0664
0.202,0,0.407843137,2.55,2.453,0.024654,0.0764
0.208,0,0.403921569,2.55,2.423,0.024654,0.0669
0.212,0,0.392156863,2.55,2.42,0.024654,0.066
0.219,0,0.388235294,2.55,2.391,0.024654,0.0582
0.222,0,0.384313725,2.55,2.365,0.024654,0.0502
0.238,0,0.384313725,2.55,2.331,0.024654,0.0471
0.243,0,0.384313725,2.55,2.302,0.024654,0.0412
0.224,0,0.384313725,2.55,2.275,0.024654,0.0284
0.215,0,0.384313725,2.55,2.286,0.024654,0.0278
0.231,0,0.333333333,2.55,2.255,0.024654,0.0214
0.234,0,0.333333333,2.55,2.261,0.024654,0.02
0.22,0,0.333333333,2.55,2.31,0.024654,0.0285
0.219,0,0.333333333,2.55,2.307,0.024654,0.0276
0.209,0,0.333333333,2.55,2.3,0.024654,0.0231
0.2,0,0.333333333,2.55,2.325,0.024654,0.025
0.189,0,0.333333333,2.55,2.328,0.024654,0.0224
0.184,0,0.333333333,2.55,2.347,0.024654,0.0246
0.179,0,0.333333333,2.55,2.325,0.024654,0.0187
0.161,0,0.333333333,2.55,2.37,0.024654,0.0219
0.15,0,0.333333333,2.55,2.374,0.024654,0.0192
0.151,0,0.333333333,2.55,2.365,0.024654,0.018
0.185,0,0.211764706,2.55,2.492,0.024654,0.0518
0.212,0,0.145098039,2.55,2.571,0.024654,0.0855
0.225,0,0.141176471,2.55,2.567,0.024654,0.0863
0.229,0,0.137254902,2.55,2.577,0.024654,0.0924
0.228,0,0.133333333,2.55,2.566,0.024654,0.0843
0.223,0,0.129411765,2.55,2.618,0.024654,0.1145
0.375,0,0.117647059,2.55,2.816,0.024654,0.3006
0.322,0,0.11372549,2.55,2.729,0.024654,0.2168
0.328,0,0.109803922,2.55,2.736,0.024654,0.2221
0.297,0,0.105882353,2.55,2.736,0.024654,0.2145
0.316,0,0.101960784,2.55,2.802,0.024654,0.2732
0.356,0,0.090196078,2.55,2.815,0.024654,0.2867
0.39,0,0.08627451,2.55,2.813,0.024654,0.2885
0.347,0,0.082352941,2.55,2.82,0.024654,0.2875
0.349,0,0.078431373,2.55,2.773,0.024654,0.2449
0.368,0,0.074509804,2.55,2.675,0.024654,0.1676
0.35,0,0.062745098,2.55,2.69,0.024654,0.1694
0.35,0,0.058823529,2.55,2.701,0.024654,0.1762
0.344,0,0.054901961,2.55,2.706,0.024654,0.1775
0.328,0,0.050980392,2.55,2.71,0.024654,0.1771
0.244,0,0.047058824,2.55,2.742,0.024654,0.1977
0.366,0,0.035294118,2.55,2.812,0.024654,0.2672
0.378,0,0.031372549,2.55,2.79,0.024654,0.2455
0.337,0,0.02745098,2.55,2.794,0.024654,0.2471
0,0,0.023529412,2.55,2.784,0.024654,0.2351
0.381,0,0.019607843,2.55,2.777,0.024654,0.2296
0,0,0.007843137,2.55,2.702,0.024654,0.1474
0,0,0.003921569,2.55,2.692,0.024654,0.1422
0.222,0,0.447058824,2.6,2.482,0.024654,0.0868
0.21,0,0.443137255,2.6,2.49,0.024654,0.0831
0.213,0,0.439215686,2.6,2.479,0.024654,0.0795
0.22,0,0.435294118,2.6,2.433,0.024654,0.0651
0.215,0,0.431372549,2.6,2.425,0.024654,0.059
0.217,0,0.419607843,2.6,2.408,0.024654,0.0529
0.209,0,0.415686275,2.6,2.413,0.024654,0.0503
0.208,0,0.411764706,2.6,2.419,0.024654,0.0513
0.2,0,0.407843137,2.6,2.453,0.024654,0.0583
0.207,0,0.403921569,2.6,2.423,0.024654,0.0509
0.215,0,0.392156863,2.6,2.42,0.024654,0.05
0.217,0,0.388235294,2.6,2.391,0.024654,0.044
0.22,0,0.384313725,2.6,2.365,0.024654,0.038
0.238,0,0.384313725,2.6,2.331,0.024654,0.0364
0.242,0,0.384313725,2.6,2.302,0.024654,0.0316
0.224,0,0.384313725,2.6,2.275,0.024654,0.0208
0.216,0,0.384313725,2.6,2.286,0.024654,0.0203
0.232,0,0.333333333,2.6,2.255,0.024654,0.0154
0.222,0,0.333333333,2.6,2.261,0.024654,0.0139
0.221,0,0.333333333,2.6,2.31,0.024654,0.0207
0.22,0,0.333333333,2.6,2.307,0.024654,0.0199
0.209,0,0.333333333,2.6,2.3,0.024654,0.0162
0.202,0,0.333333333,2.6,2.325,0.024654,0.0181
0.192,0,0.333333333,2.6,2.328,0.024654,0.0158
0.186,0,0.333333333,2.6,2.347,0.024654,0.0172
0.18,0,0.333333333,2.6,2.325,0.024654,0.0124
0.161,0,0.333333333,2.6,2.37,0.024654,0.014
0.152,0,0.333333333,2.6,2.374,0.024654,0.0121
0.151,0,0.333333333,2.6,2.365,0.024654,0.0108
0.183,0,0.211764706,2.6,2.492,0.024654,0.0342
0.213,0,0.145098039,2.6,2.571,0.024654,0.0608
